            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
      0.00013335          160593          162372     4.04224e-13         593.565        -58.2948     2.04729e-07         -324627          322374        -94566.2        0.249722         3.14333
       0.0002667        -51745.3        -56940.8    -1.03453e-13         352.339        -30.0206    -4.48566e-08          113942         -102786         32399.9        0.096884         2.34625
      0.00040005        -4462.28        -4468.96     2.95271e-15         273.862        -22.2416    -3.04055e-08         8982.33        -8376.88         1184.22        0.109005         2.04941
       0.0005334        -141.305        -285.101     1.42905e-14         230.185        -18.2542     -2.0367e-08         606.731         177.765        -1067.86        0.227947         2.06533
      0.00066675         304.339         165.394     1.55996e-14         201.289        -15.6652    -1.58455e-08        -299.492         1011.27        -1320.38        0.213323         2.11552
       0.0008001         378.798         411.863     1.58607e-14         180.301        -13.8087    -5.65274e-09        -796.116          1118.2        -1488.03         0.16331          2.1594
      0.00093345         413.274         616.522     1.59573e-14         164.145        -12.3967    -1.00636e-08        -1208.26         1154.85        -1637.35        0.162104         2.19697
       0.0010668         441.805         787.426     1.60221e-14          151.21        -11.2643    -6.86404e-09        -1552.35         1186.04        -1762.61        0.111039         2.23412
      0.00120015         466.828         941.836     1.60884e-14          140.55        -10.3309    -5.31422e-08        -1863.01         1214.74        -1875.59        0.162355         2.27047
       0.0013335         485.574          1056.6     1.61755e-14         131.568        -9.55259    -1.26253e-08         -2094.1         1234.31        -1956.01         0.15082          2.3038
      0.00146685         502.681         1156.63     1.62833e-14         123.871         -8.8937    -2.85772e-08        -2295.45         1253.13        -2025.71       0.0409452          2.3326
       0.0016002         514.888         1226.49     1.63967e-14         117.184        -8.32096    -7.80399e-08        -2436.27         1264.08        -2068.97        0.119342         2.35865
      0.00173355         526.012         1286.91     1.65174e-14         111.302        -7.81219    -1.43246e-07         -2558.2         1274.65        -2105.92       0.0987925         2.38208
       0.0018669         534.747         1331.98     1.66361e-14         106.081        -7.36503    -1.34542e-07        -2649.33         1281.66        -2128.19       0.0766474         2.39961
      0.00200025         543.045         1372.23     1.67536e-14         101.412        -6.97264    -2.25962e-07        -2730.55         1288.94        -2146.73       0.0579427         2.41127
       0.0021336         552.839         1413.97     1.68736e-14         97.2125        -6.62374    -2.05176e-07        -2814.73         1300.11        -2166.26       0.0544301         2.41726
      0.00226695          563.45         1462.22     1.69973e-14         93.4202        -6.31197    -1.03003e-07        -2911.89         1313.76        -2189.68       0.0728594         2.41752
       0.0024003         574.218         1511.81     1.71289e-14         89.9909        -6.03535    -1.08786e-07        -3011.64         1328.46        -2213.85       0.0331682         2.41248
      0.00253365         584.785         1563.36     1.72808e-14         86.8982        -5.79077     -8.3785e-08        -3115.23         1343.41        -2238.14          0.1332         2.40292
        0.002667         594.747         1615.98     1.74442e-14         84.1318         -5.5697     -8.8607e-09        -3220.89         1357.79        -2262.13       0.0912471         2.39244
      0.00280035         605.128         1671.76     1.76206e-14         81.7074        -5.36781     1.58073e-07        -3332.81         1373.67        -2287.98       0.0348981         2.38199
       0.0029337         615.711         1730.15     1.78085e-14         79.6701        -5.18579     1.83752e-07        -3449.97         1390.75         -2314.3       0.0147805         2.37086
      0.00306705         624.709         1786.24      1.7997e-14         78.0859        -5.02673     2.85299e-07        -3562.41         1405.57        -2337.27        0.027966         2.35874
       0.0032004         632.927         1840.08     1.81804e-14         77.0334        -4.89266     3.09625e-07        -3670.32         1419.89        -2357.77       0.0496872         2.34547
      0.00333375         639.941         1891.69     1.83554e-14         76.5758         -4.7874     3.64975e-07        -3773.71         1433.01        -2375.56       0.0621171         2.33136
       0.0034671         645.719          1941.6     1.85183e-14         76.7362        -4.71453      3.7527e-07         -3873.7         1444.87        -2391.07       0.0812199         2.31747
      0.00360045         651.417         1992.38     1.86661e-14         77.4878        -4.67642     3.99495e-07        -3975.37         1457.78        -2406.71        0.105279         2.30424
       0.0037338         657.832         2047.38     1.88004e-14         78.7596        -4.67282     4.10259e-07         -4085.4         1473.14        -2425.65      0.00522111         2.29165
      0.00386715         664.879         2105.65     1.89248e-14         80.4528        -4.70355     4.06091e-07        -4201.93         1490.65        -2447.13       0.0677986         2.27901
       0.0040005         672.517            2166     1.90402e-14         82.4529        -4.76704     3.98057e-07        -4322.55         1509.93        -2470.34        0.160626         2.26578
      0.00413385         680.666         2226.94     1.91475e-14         84.6406        -4.85747     3.88475e-07        -4444.28         1530.62        -2493.91        0.111864         2.25242
       0.0042672         688.653         2287.86     1.92456e-14         86.9048        -4.96652     3.87991e-07        -4565.93         1551.14        -2517.16        0.109935         2.23882
      0.00440055         696.288         2348.86     1.93326e-14         89.1578        -5.08554     3.83712e-07        -4687.66         1570.92         -2540.3        0.188569         2.22484
       0.0045339         703.411         2409.38     1.94087e-14           91.34        -5.20782     3.87644e-07        -4808.48         1589.51        -2562.86        0.167729         2.21067
      0.00466725         709.977         2469.21     1.94759e-14         93.4174         -5.3288     4.03435e-07        -4927.88          1606.8        -2584.66        0.012603         2.19666
       0.0048006         715.876         2527.81     1.95344e-14         95.3744        -5.44603     3.92052e-07        -5044.88         1622.51        -2605.28       0.0906404         2.18266
      0.00493395         720.994         2583.92      1.9583e-14         97.2057        -5.55844     4.03017e-07        -5156.81          1636.4        -2623.95        0.137084          2.1688
       0.0050673         725.864         2638.92      1.9622e-14         98.9125        -5.66534     4.10361e-07        -5266.62         1649.56        -2642.19        0.146612         2.15499
      0.00520065          730.59         2693.57     1.96516e-14         100.499        -5.76661     4.08553e-07        -5375.73         1662.17        -2660.78            0.14         2.14131
        0.005334         735.137         2746.98     1.96715e-14          101.97        -5.86237     4.15753e-07        -5482.33         1674.19        -2679.14       0.0681605         2.12777
      0.00546735          739.72         2798.91     1.96816e-14         103.333        -5.95256     4.20995e-07        -5586.05         1686.11        -2697.27       0.0309646         2.11447
       0.0056007         744.377         2850.11     1.96829e-14         104.594        -6.03759     4.17538e-07        -5688.28         1697.95        -2715.96        0.127643         2.10124
      0.00573405         749.047         2900.46      1.9678e-14         105.761        -6.11766     4.11113e-07        -5788.82         1709.61        -2735.36        0.118341         2.08803
       0.0058674         753.737         2949.76     1.96696e-14         106.839        -6.19292     4.07612e-07        -5887.27         1721.16        -2755.39        0.109182         2.07506
      0.00600075         758.458         2997.51     1.96555e-14         107.835         -6.2635     4.01492e-07        -5982.67          1732.6        -2775.66       0.0810065         2.06219
       0.0061341         763.054         3043.44     1.96346e-14         108.755        -6.32974     3.94607e-07        -6074.35         1743.62        -2796.08      0.00260136         2.04934
      0.00626745         767.472         3087.29     1.96074e-14         109.605        -6.39191     3.91236e-07        -6161.91         1754.16        -2816.64       0.0844823         2.03657
       0.0064008         771.751          3128.4     1.95744e-14         110.391        -6.45014     3.84565e-07        -6244.07          1764.3        -2836.86       0.0778193           2.024
      0.00653415          775.77         3166.13     1.95356e-14         111.117        -6.50466     3.75279e-07         -6319.4         1773.79        -2856.14       0.0715585         2.01154
       0.0066675         779.372         3200.03     1.94919e-14         111.789        -6.55576     3.72147e-07        -6387.07         1782.33        -2874.22        0.038349         1.99923
      0.00680085         782.682         3230.53     1.94433e-14          112.41        -6.60356     3.67635e-07        -6447.98          1790.2         -2891.5      0.00416124         1.98726
       0.0069342         785.827         3257.59     1.93894e-14         112.986         -6.6482     3.61063e-07        -6502.02         1797.64        -2908.01        0.037852         1.97561
      0.00706755         788.486         3280.12     1.93316e-14         113.519        -6.69004     3.46883e-07        -6546.95            1804        -2922.76       0.0229961         1.96416
       0.0072009         790.834         3298.59     1.92694e-14         114.013         -6.7293     3.28636e-07        -6583.81          1809.7        -2936.15       0.0113962         1.95304
