            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
      0.00013335     2.16598e+06         -669011    -1.04212e-12          19.567         275.649    -5.56139e-06     1.33747e+06     4.33199e+06     1.15506e+06      0.00746186         3.67073
       0.0002667         -639336          209374     3.38164e-13         72.9984         139.043    -1.29132e-06         -419028    -1.27853e+06         -333274       0.0486654         2.99221
      0.00040005        -57587.8         25826.3     2.78873e-14         67.5975         98.3675     7.82171e-08        -51849.2         -115041        -24513.8       0.0519901         2.89084
       0.0005334         8256.95         4821.49    -1.86389e-14         59.6157          78.507     8.89159e-07        -9799.95         16633.1         11574.5      0.00601863         3.26497
      0.00066675         17180.3         1908.98    -2.98174e-14         53.2081          66.375    -3.89052e-07        -3950.64         34467.1         16851.3      0.00605161         3.44571
       0.0008001         21221.1          628.42    -3.91131e-14         48.1336         58.0117     -1.8387e-07        -1372.81         42538.5         19790.7      0.00798982         3.50898
      0.00093345         24176.8        -284.006    -4.71916e-14         44.0454         51.7506    -5.09998e-09         464.482         48441.6         22141.4       0.0139013          3.5093
       0.0010668         26315.3        -947.774    -5.33313e-14         40.6937         46.7944    -3.37402e-07         1802.02         52711.8         23957.2      0.00774294         3.47822
      0.00120015         28049.9           -1209    -5.70186e-14         37.9411         42.8184     -8.1959e-07         2332.43         56175.4         25435.8      0.00532579         3.43897
       0.0013335           29550        -1304.76    -5.90829e-14         35.6069         39.5293    -1.47259e-06         2530.53         59171.1         26711.2      0.00676418         3.41812
      0.00146685         30667.6        -1246.39    -6.02515e-14         33.5973         36.6985    -2.18235e-06         2419.54         61402.3           27659      0.00441674          3.4231
       0.0016002         31385.5        -1047.71    -6.08024e-14         31.8888         34.1188    -3.54837e-06         2027.31         62834.8         28251.7       0.0041918          3.4555
      0.00173355           31745        -768.067    -6.10581e-14         30.4514         31.7862    -5.51442e-06         1472.75         63550.8           28525       0.0103657         3.49782
       0.0018669         31820.7        -420.532    -6.10988e-14         29.2207         29.8225    -7.90103e-06         781.628         63699.9           28526      0.00497849         3.52833
      0.00200025         31713.5        -21.2574    -6.08306e-14         28.2033         28.2555    -1.08689e-05        -13.7539         63483.5         28330.6      0.00532011         3.53865
       0.0021336         31517.5         390.437    -6.02428e-14         27.4324         26.9914    -1.45038e-05        -834.613         63089.9         28026.3      0.00746316         3.53568
      0.00226695         31304.7         783.657     -5.9348e-14         26.8968         25.9445    -1.92213e-05        -1619.01         62663.2         27691.9      0.00771355         3.52583
       0.0024003         31163.4         1126.53    -5.79796e-14         26.5667         25.0392    -2.50665e-05        -2302.98           62380         27417.1       0.0103206         3.51457
      0.00253365         31114.4         1417.07     -5.6029e-14          26.405           24.26    -3.19919e-05        -2882.57         62281.6         27230.2      0.00928762         3.50624
        0.002667         31170.2         1643.21    -5.36255e-14         26.3662         23.6051    -4.01854e-05        -3333.52         62393.2         27150.9      0.00695536         3.49688
      0.00280035         31325.8         1793.83    -5.09988e-14         26.4124         23.0624    -4.92933e-05        -3633.67         62704.5           27179      0.00803804         3.48684
       0.0029337         31535.5         1884.82    -4.84021e-14         26.5175         22.6121    -5.89539e-05        -3814.75         63124.1         27270.9      0.00942491          3.4714
      0.00306705         31751.8          1944.8    -4.60109e-14         26.6658         22.2407    -6.93454e-05        -3933.86           63557         27375.6       0.0123007         3.45186
       0.0032004         31917.6         2009.96    -4.37712e-14         26.8444         21.9345     -8.0173e-05        -4063.52           63889         27435.8      0.00320544         3.43029
      0.00333375         31988.9         2104.99    -4.17215e-14         27.0445         21.6769    -9.10919e-05        -4253.04         64032.1         27411.4      0.00525264         3.40818
       0.0034671         31944.2         2241.36    -3.99264e-14          27.264         21.4596    -0.000102009         -4525.3         63943.1         27286.6      0.00855309         3.38644
