            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
      0.00013335          647025          835436          254.34         493.468        -252.874      -0.0908897    -1.67042e+06     1.29492e+06          524081        0.135132         3.18444
       0.0002667         -190299         -245086        -74.6679         304.333        -139.498      -0.0488788          490469         -379953         -158747       0.0569934         2.41471
      0.00040005        -18116.3        -16071.1         -5.5233         238.513        -105.262      -0.0361686         32354.8        -35752.1        -15608.3        0.129467         2.48173
       0.0005334          1508.5         10339.2         2.42479         201.446        -87.6369      -0.0298551        -20502.8         3419.71         1197.34        0.144273         2.49287
      0.00066675         4028.98         14102.3         3.52661         176.876         -76.294      -0.0258648        -28051.9         8410.82         3660.34        0.169569         2.45396
       0.0008001         4804.73         15571.3         3.93358         159.027        -68.2064      -0.0230474        -31006.2         9926.46         4737.08       0.0663298         2.38279
      0.00093345         5342.12         16697.5         4.23919         145.309        -62.0579      -0.0209169          -33271         10973.6         5589.87        0.215157         2.29616
       0.0010668         5790.86         17689.4         4.50564         134.355        -57.1752      -0.0192291        -35264.7           11849         6329.02        0.167732         2.21072
      0.00120015         6170.79         18631.2         4.75348         125.348        -53.1677      -0.0178473        -37156.2         12590.6         7004.23        0.193455         2.13523
       0.0013335         6504.85         19544.1         4.98993          117.76        -49.7949      -0.0166885        -38989.1         13243.5          7635.5         0.14344         2.07069
      0.00146685         6809.09         20422.3         5.21547         111.247        -46.8988      -0.0156988        -40751.3         13838.8         8225.97        0.168527          2.0194
       0.0016002         7064.16         21216.3         5.41717         105.567        -44.3718       -0.014841        -42344.4         14337.5         8737.82        0.200805         1.97736
      0.00173355         7253.45         21886.4         5.58451         100.553        -42.1381      -0.0140887        -43689.2         14706.1         9140.59        0.158783         1.94223
       0.0018669         7389.56         22444.9         5.72158         96.0799        -40.1436      -0.0134229        -44810.4         14969.4         9446.49         0.10409         1.91222
      0.00200025         7480.33         22905.3         5.83217         92.0543        -38.3495      -0.0128297        -45734.7         15142.8         9668.86        0.044951         1.88666
       0.0021336         7522.37         23265.6         5.91549         88.4091        -36.7272      -0.0122984        -46458.5         15219.5         9808.74       0.0387997         1.86678
      0.00226695         7525.21         23540.6         5.97585         85.0967        -35.2541      -0.0118202        -47011.7         15218.6         9882.85        0.111071         1.85408
       0.0024003         7491.97         23738.2         6.01528         82.0856        -33.9106      -0.0113876        -47409.4         15146.1         9899.06      0.00830675         1.84876
      0.00253365         7427.06         23868.4         6.03648         79.3597        -32.6777      -0.0109938        -47672.3         15010.8         9866.43       0.0412268         1.84947
        0.002667          7339.4         23948.5         6.04422         76.9204        -31.5352      -0.0106322        -47834.8         14830.6         9800.07       0.0570632         1.85364
      0.00280035         7242.57         24003.1         6.04537         74.7875        -30.4627      -0.0102971        -47946.2         14632.7         9719.67       0.0678905         1.85865
       0.0029337         7141.62         24040.5         6.04232           72.99        -29.4446     -0.00998407        -48023.1         14427.3         9631.83       0.0615932         1.86307
      0.00306705         7039.06         24066.9         6.03667         71.5442         -28.476     -0.00969133        -48077.8         14219.2          9540.2       0.0331882         1.86654
       0.0032004         6934.74         24082.7          6.0285         70.4408         -27.563     -0.00941975        -48111.2         14008.4         9445.03       0.0124635         1.86883
      0.00333375         6833.25         24095.3         6.01998         69.6595         -26.719     -0.00917179          -48138         13803.8         9351.71       0.0703238         1.87009
       0.0034671         6735.29         24105.4         6.01127          69.185        -25.9588     -0.00895043        -48159.6           13607         9260.79        0.082712         1.87048
      0.00360045         6642.05         24116.1         6.00323         69.0116        -25.2955     -0.00875821        -48182.2         13420.1         9174.07          0.1164         1.87011
       0.0037338         6553.06         24126.6         5.99563         69.1345        -24.7377     -0.00859678        -48204.3         13242.4         9091.01       0.0825333         1.86897
      0.00386715         6469.11         24138.5         5.98889         69.5357         -24.288     -0.00846641        -48228.9         13075.2         9012.68       0.0552826         1.86694
       0.0040005         6393.01         24156.4         5.98434         70.1762         -23.942     -0.00836576        -48265.4         12924.3         8942.62       0.0253252         1.86404
      0.00413385         6324.51         24180.6         5.98199         71.0002         -23.689     -0.00829187        -48314.1         12788.9          8880.7       0.0359436         1.86029
       0.0042672         6262.54         24210.1         5.98154         71.9475        -23.5149      -0.0082411        -48373.4         12666.8         8826.03       0.0813666         1.85561
      0.00440055         6207.01         24245.5         5.98311         72.9664        -23.4055     -0.00820961        -48444.3         12557.7         8779.05        0.033866         1.85023
       0.0045339         6158.48         24289.3         5.98726         74.0172        -23.3485     -0.00819417        -48531.9         12462.8         8741.33       0.0452298          1.8439
      0.00466725         6117.69         24342.7         5.99438         75.0736        -23.3343     -0.00819223        -48638.6         12383.2         8714.03       0.0774163         1.83659
       0.0048006         6085.78         24408.7         6.00524         76.1189        -23.3556     -0.00820189        -48770.5         12321.5          8699.2        0.098555         1.82822
      0.00493395         6062.16         24487.3         6.01977         77.1441         -23.407     -0.00822155        -48927.5         12276.3         8696.61        0.115064         1.81885
       0.0050673         6047.59         24579.6         6.03829         78.1439        -23.4839     -0.00824993        -49111.8         12249.1          8707.1        0.128911         1.80869
      0.00520065         6043.35         24687.4         6.06137         79.1159        -23.5824     -0.00828586        -49327.3         12242.5         8731.96        0.140983         1.79785
        0.005334         6048.37         24809.8         6.08864          80.059        -23.6994     -0.00832833        -49571.7         12254.4          8769.9        0.151788         1.78638
      0.00546735         6063.05           24946         6.12001         80.9733        -23.8321     -0.00837648        -49844.1         12285.6         8820.53        0.161648         1.77423
       0.0056007          6086.2         25095.1         6.15513         81.8595        -23.9783     -0.00842956        -50141.8         12333.6         8882.53        0.165751         1.76153
      0.00573405         6116.98         25254.5         6.19335         82.7182        -24.1359     -0.00848678        -50460.3         12396.9         8953.96        0.142748         1.74896
       0.0058674         6153.51         25422.8         6.23415         83.5494        -24.3027     -0.00854738        -50796.5         12471.6         9032.71        0.112305         1.73686
      0.00600075         6193.84         25594.6         6.27615          84.353        -24.4766     -0.00861053          -51140         12553.9         9115.17       0.0714957         1.72437
       0.0061341         6235.53         25769.6         6.31897         85.1279        -24.6547     -0.00867523        -51489.6         12638.9         9199.56       0.0131213         1.71165
      0.00626745         6276.75         25942.4         6.36128         85.8728        -24.8341     -0.00874051          -51835         12722.9         9282.24       0.0149644         1.69883
       0.0064008         6314.31         26109.4         6.40193         86.5861        -25.0116     -0.00880525        -52168.8         12799.5         9359.76      0.00809803         1.68606
      0.00653415          6346.7         26269.8         6.44053          87.266        -25.1842     -0.00886842        -52489.3         12865.7         9430.54       0.0262407         1.67343
       0.0066675         6371.27         26417.4         6.47549         87.9113        -25.3494     -0.00892921        -52784.4         12916.2         9490.55       0.0584769         1.66106
      0.00680085         6386.15         26550.4         6.50617         88.5213        -25.5053     -0.00898698        -53050.1         12947.2         9537.63       0.0629873         1.64905
       0.0069342         6391.66         26669.7         6.53284         89.0957        -25.6504     -0.00904128        -53288.7         12959.5          9572.5       0.0431421         1.63756
