            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
      0.00013335          244246          184290     3.38069e-13         512.362        -58.3609     6.32553e-07         -368464          489517          106466        0.165738         3.15352
       0.0002667        -75384.6        -47372.3    -8.98989e-14         327.278        -33.3013    -1.11149e-09         94811.6         -150115          -27760        0.104855         2.40408
      0.00040005        -7520.11        -3146.54      -1.051e-14         260.415        -25.5018    -4.26934e-09         6343.88        -14519.4        -2894.73         0.11247         2.28391
       0.0005334        -405.448         3703.63    -8.50179e-16         220.994        -21.3622     6.34721e-08        -7364.51        -368.908         1278.46       0.0808099         2.19602
      0.00066675         386.662         4914.97     6.58303e-16         194.392         -18.652     3.09302e-08        -9792.71         1162.11         2030.91        0.144573         2.11715
       0.0008001         540.916         5475.99     9.61437e-16         174.888        -16.6983     3.08269e-08        -10918.6          1431.6         2413.49        0.110953         2.04209
      0.00093345         622.331         5915.79     9.96266e-16         159.795        -15.2016     1.96112e-08        -11801.2         1564.25         2722.62       0.0444809         1.97093
       0.0010668         688.992         6293.57     1.05166e-15         147.667        -14.0059     2.15356e-08        -12559.1         1673.32         2985.63       0.0250772         1.90552
      0.00120015         742.909         6613.01     1.17292e-15         137.648        -13.0223     1.39296e-08          -13200         1761.11         3201.59       0.0520162         1.84884
       0.0013335         769.038         6875.33     1.32908e-15         129.193        -12.1944     8.36187e-09        -13726.3         1796.46         3371.29       0.0612916         1.80427
      0.00146685         780.042         7105.27       1.495e-15         121.934        -11.4837    -1.02738e-08        -14187.6         1803.95          3513.1        0.117944         1.77009
       0.0016002         784.224         7301.42     1.63521e-15         115.612        -10.8652    -3.81414e-08        -14581.1         1799.67         3626.29        0.116682         1.74368
      0.00173355         782.598         7457.97     1.73157e-15          110.04         -10.321    -5.69922e-08        -14895.3         1785.28         3708.25        0.128285         1.72263
       0.0018669         778.156         7583.13     1.79423e-15          105.08        -9.83754     -1.0227e-07        -15146.6         1766.48         3766.24       0.0476592         1.70495
      0.00200025         773.912         7685.47     1.84219e-15         100.627        -9.40443    -1.59132e-07        -15352.1         1749.08         3807.92       0.0772825          1.6893
       0.0021336         769.319         7767.34     1.88227e-15         96.6022        -9.01348    -2.37246e-07        -15516.6         1731.85         3835.89       0.0401729         1.67508
      0.00226695         763.383         7827.96     1.91508e-15          92.948        -8.65804    -3.32224e-07        -15638.6         1712.66         3849.97       0.0029248         1.66227
       0.0024003         756.628         7871.56     1.94219e-15         89.6212        -8.33257    -4.45116e-07        -15726.5          1692.5         3853.48       0.0451116         1.65097
      0.00253365         749.943         7905.84     1.96535e-15         86.5933        -8.03241    -5.64939e-07        -15795.6         1673.07         3851.91       0.0628977         1.64197
        0.002667         743.715         7935.87     1.97975e-15         83.8509        -7.75365    -6.90111e-07        -15856.2         1655.13         3848.82      0.00440397         1.63487
      0.00280035         738.169         7964.81     1.98076e-15         81.3992         -7.4932    -8.12317e-07        -15914.7         1639.14         3846.41       0.0645518         1.62891
       0.0029337         733.288         7993.93     1.97378e-15         79.2658        -7.24817    -9.19445e-07        -15973.4         1625.11         3845.43       0.0483879         1.62387
      0.00306705         729.049         8023.41     1.96513e-15         77.5064        -7.01579    -1.01662e-06        -16032.8         1613.11         3845.78      0.00329046         1.61987
       0.0032004         725.384         8051.93     1.95842e-15         76.1999         -6.7936    -1.08958e-06        -16090.3         1603.17         3846.32        0.047638         1.61728
      0.00333375         722.079         8079.17     1.95459e-15          75.427        -6.58107    -1.13899e-06        -16145.2         1595.01          3846.6       0.0245911         1.61643
       0.0034671         718.794          8104.3     1.95168e-15         75.2337        -6.38231    -1.15991e-06        -16195.9         1588.06         3845.82       0.0680951         1.61744
      0.00360045         715.348         8127.49     1.94793e-15         75.6083        -6.20629    -1.14617e-06        -16242.6         1581.91         3843.96        0.100958         1.62005
       0.0037338         711.669         8149.12     1.94201e-15         76.4879        -6.06422    -1.10828e-06        -16286.1         1576.32         3841.23        0.100613         1.62377
      0.00386715         707.792         8169.94     1.93342e-15         77.7817        -5.96582    -1.05161e-06          -16328         1571.15          3838.1       0.0946073         1.62807
       0.0040005         703.867         8190.69     1.92427e-15         79.3882        -5.91677    -9.88311e-07        -16369.6         1566.51         3835.15       0.0529145         1.63242
      0.00413385         700.291         8212.43     1.91762e-15         81.2058        -5.91747    -9.27046e-07          -16413            1563          3833.2        0.087407         1.63642
       0.0042672         697.549         8236.61     1.91522e-15         83.1408        -5.96305    -8.73296e-07        -16461.3         1561.38         3833.33       0.0865768         1.64057
      0.00440055         695.755         8264.15     1.91815e-15         85.1133        -6.04469    -8.23325e-07        -16516.2         1561.73         3836.25       0.0878982         1.64384
       0.0045339         694.934         8295.32     1.92504e-15         87.0618        -6.15223    -7.75767e-07        -16578.3         1563.99         3842.14       0.0911434         1.64621
      0.00466725          694.94         8329.85       1.933e-15         88.9437        -6.27632    -7.27152e-07        -16647.1         1567.77         3850.82       0.0960656          1.6479
       0.0048006          695.61         8367.76     1.94373e-15         90.7328        -6.40942     -6.7253e-07        -16722.7         1572.68         3862.29        0.102448         1.64873
      0.00493395         696.741         8408.58     1.95858e-15         92.4156        -6.54584     -6.1015e-07          -16804         1578.31         3876.16        0.110069         1.65048
       0.0050673         698.385         8451.93     1.97803e-15         93.9869        -6.68158    -5.42217e-07        -16890.5         1584.74         3892.13       0.0979057          1.6522
      0.00520065         700.473         8497.31     2.00179e-15         95.4469        -6.81399    -4.65975e-07          -16981         1591.83         3909.77       0.0372033         1.65387
        0.005334          703.01         8543.96     2.02908e-15         96.7987        -6.94143    -3.85001e-07          -17074         1599.61         3928.46       0.0904229         1.65549
      0.00546735         705.811         8590.64     2.05815e-15         98.0475        -7.06289     -2.9962e-07        -17167.1         1607.71         3947.24        0.108441         1.65696
       0.0056007          708.53         8635.92       2.087e-15         99.1989        -7.17775      -2.104e-07        -17257.5         1615.45         3964.96       0.0267493         1.65822
      0.00573405         710.799         8677.54     2.11389e-15         100.259        -7.28576    -1.25785e-07        -17340.5         1622.11         3979.92        0.112825         1.65916
       0.0058674         712.164         8713.72     2.13706e-15         101.234        -7.38702    -4.02984e-08        -17412.7         1626.79         3990.81        0.153933         1.65978
      0.00600075         712.287         8742.88     2.15732e-15          102.13        -7.48184     3.92296e-08        -17470.8         1628.83         3996.44       0.0834696          1.6599
       0.0061341         710.691         8764.25     2.17491e-15         102.954        -7.57065     1.21951e-07        -17513.4         1627.29         3996.27        0.102973         1.65941
      0.00626745         707.263         8777.86     2.18504e-15         103.711        -7.65386     1.89466e-07        -17540.4         1621.95         3990.35        0.131378         1.65825
       0.0064008         702.221         8784.03     2.18154e-15         104.406         -7.7318     2.58741e-07        -17552.6         1613.26         3979.01        0.123328         1.65633
      0.00653415         695.775         8783.72     2.16792e-15         105.045        -7.80475     3.23012e-07        -17551.9         1601.65         3962.98        0.114367          1.6537
       0.0066675         688.348         8777.48     2.14861e-15          105.63        -7.87294     3.83128e-07        -17539.3         1587.96         3942.84        0.104905         1.65031
      0.00680085         680.421         8766.62     2.12601e-15         106.168        -7.93664     4.39809e-07        -17517.4         1573.19         3919.63       0.0947687         1.64622
       0.0069342         672.479         8753.64     2.10351e-15         106.661        -7.99606     4.93049e-07        -17491.3         1558.29         3895.22       0.0362985         1.64151
      0.00706755         665.117         8740.27      2.0838e-15         107.113         -8.0513      5.4341e-07        -17464.5         1544.47         3871.01        0.071196         1.63623
       0.0072009         658.723         8728.97     2.06897e-15         107.528        -8.10243       5.898e-07        -17441.8         1532.51         3848.83       0.0563366         1.63216
      0.00733425         653.257          8721.4        2.06e-15         107.908        -8.14947     6.34715e-07        -17426.5         1522.34         3829.89       0.0362713         1.62945
       0.0074676         648.762         8718.41     2.05811e-15         108.257        -8.19249     6.73443e-07        -17420.5         1514.04         3814.81       0.0147789         1.62818
      0.00760095         645.276         8721.05      2.0642e-15         108.577        -8.23149     7.09665e-07        -17425.6         1507.71         3804.37       0.0338461         1.62609
       0.0077343         642.788         8730.87     2.07794e-15         108.869        -8.26644     7.42316e-07        -17445.2         1503.31         3799.61        0.061579         1.62316
      0.00786765         641.352          8748.9     2.09712e-15         109.138        -8.29734     7.71139e-07        -17481.2         1500.98         3801.23       0.0744011         1.61931
        0.008001         641.107         8775.72     2.12063e-15         109.383        -8.32419     7.98392e-07        -17534.8         1500.98         3809.58        0.085158          1.6147
      0.00813435         642.128          8811.1     2.14749e-15         109.608        -8.34708     8.21963e-07        -17605.5         1503.47         3824.44       0.0945664         1.60927
       0.0082677         644.662         8855.29     2.17695e-15         109.814        -8.36612     8.44283e-07        -17693.8         1508.94          3845.9        0.103003          1.6031
      0.00840105         648.668         8908.53     2.20853e-15         110.001        -8.38148     8.63298e-07        -17800.2         1517.33         3874.02        0.100912         1.59628
