            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
      0.00013335     2.32133e+06          387878    -2.76024e-13        -93.1594        -151.283    -8.85345e-06         -775454     4.64246e+06    -1.20054e+06      0.00930357         4.02872
       0.0002667         -684441         -129979     7.03753e-14         17.5304        -74.1371    -8.91924e-06          260106    -1.36885e+06          347960       0.0124658         3.37279
      0.00040005        -51244.2        -22048.6       2.037e-14          28.104         -51.228    -9.69733e-07         44199.6         -102431         21203.3       0.0272006         3.97126
       0.0005334         18543.8          -10205     1.56032e-14         28.4273        -39.9365    -6.33693e-07         20489.9         37144.9        -15884.7      0.00817487         4.30856
      0.00066675         27149.2        -9104.57     1.45557e-14         27.2999        -33.1063     -4.4418e-07         18275.5           54353        -20738.9      0.00750228         4.47066
       0.0008001         30232.7        -9040.42     1.38155e-14         25.8644        -28.5581     1.11435e-07           18138         60517.2        -22790.9      0.00605983         4.51925
      0.00093345         32361.8        -9152.11     1.31359e-14         24.4392        -25.3775     -4.9266e-07           18355         64772.8        -24298.7       0.0505728         4.49956
       0.0010668         34154.4        -9291.78     1.23916e-14         23.1835        -23.0662    -1.16426e-07         18629.8         68355.2          -25580       0.0445089         4.44826
      0.00120015         35587.4         -9418.6     1.15612e-14         22.1501         -21.264     5.48324e-08         18879.9         71219.2        -26593.5       0.0403114         4.39981
       0.0013335         36712.9        -9547.71      1.0705e-14         21.3275        -19.7154     5.96249e-07           19135         73468.8        -27365.6       0.0131004         4.38871
      0.00146685         37556.9        -9688.47     9.92743e-15         20.6952        -18.2724     5.75582e-07         19413.6           75155          -27911        0.024497         4.43517
       0.0016002           38119        -9841.72     9.24326e-15         20.2213        -16.9614     5.15928e-07         19717.4         76278.4        -28228.6       0.0352762         4.52131
      0.00173355         38435.1        -9992.27     8.62286e-15         19.9402        -15.8337    -1.10639e-07         20016.2         76910.1        -28345.7      0.00982985         4.61941
       0.0018669         38553.1        -10129.9     8.05144e-15         19.9025        -14.8867    -4.55554e-07         20289.5           77146        -28298.5      0.00249995         4.71206
