            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
      0.00013335          575481         -280503     1.02521e-13         488.201          72.372     7.16384e-07          560863     1.15194e+06         -178782        0.120667         3.16169
       0.0002667         -174231         77879.8     3.39174e-16         318.234         41.4219    -5.39788e-07         -155843         -347826         51359.2        0.128388         2.35619
      0.00040005          -19963         9608.81     8.54995e-15         254.298         31.2258    -5.20097e-07        -19280.1        -39417.3          8989.5       0.0872463         2.05967
       0.0005334        -2224.71         -184.51     7.55226e-15         216.178         25.7466    -5.84674e-08         317.497        -4017.01          2512.2       0.0882553         1.88125
      0.00066675        -259.579        -1441.13     7.32046e-15          190.42         22.2108    -7.04047e-09         2837.86        -138.288         1700.55      0.00369058         1.75717
       0.0008001       -0.938283        -1696.89     7.26091e-15         171.499         19.7236    -2.52303e-08         3354.26           341.1         1535.81      0.00434446         1.66361
      0.00093345          37.077        -1797.13     7.25913e-15          156.82         17.8663     -2.1507e-08         3558.51         387.805         1471.28       0.0653535         1.58934
       0.0010668         45.1659        -1871.15      7.2655e-15         144.995          16.414    -3.78935e-08         3709.44         380.321         1423.44       0.0596391         1.52829
      0.00120015         49.4271        -1944.19     7.27562e-15         135.202         15.2365    -3.26632e-08         3857.88         369.263         1377.15        0.046366         1.47682
       0.0013335         53.2799        -2017.52     7.27807e-15         126.919         14.2539    -3.17918e-08         4006.52         360.396         1330.82       0.0176215         1.43256
      0.00146685         58.2908        -2089.79     7.26323e-15         119.794         13.4151    -3.23107e-08         4152.72         356.167         1284.79       0.0462536         1.40913
       0.0016002         63.2313         -2161.3     7.23394e-15         113.582         12.6859    -5.92743e-08          4297.2         353.623         1239.09       0.0815105         1.39594
      0.00173355          68.263        -2232.61       7.203e-15         108.105         12.0424     -1.1605e-07          4441.1         352.736         1193.37        0.109016          1.3844
       0.0018669         73.4818        -2304.36     7.16927e-15          103.23         11.4677    -2.20184e-07         4585.75         353.425         1147.21         0.11489         1.37443
      0.00200025         78.8864        -2378.37     7.13634e-15         98.8582         10.9491     -3.6815e-07         4734.81         355.487         1099.26       0.0397012         1.36607
