            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
      0.00013335     1.59258e+06          822759    -2.98142e-12         229.588        -305.503     9.27113e-07    -1.64491e+06     3.18561e+06         -872599        0.145695         3.21606
       0.0002667         -481065         -258876     7.37337e-13         186.045        -152.628    -3.28474e-06          518058         -961758          256668       0.0507339         2.42312
      0.00040005        -45556.2        -28174.5     8.39238e-14         154.388        -108.648     2.13812e-07         56565.8          -90803         18434.1       0.0114166         2.43009
       0.0005334        -42.6292        -3210.96     2.16548e-14         132.731        -87.5733     7.60366e-08         6597.24         179.853        -6808.15       0.0402504         2.67767
      0.00066675          5561.3         11.4068     1.06944e-14         117.446        -74.6535     5.13005e-08         126.434         11357.6        -10081.3       0.0788379         2.88944
       0.0008001         7071.55         981.181     2.50167e-15         105.802        -65.7266      -7.581e-09           -1831         14354.7        -11235.3       0.0797467         3.07925
      0.00093345         7922.15         1515.34    -5.14095e-15         96.4968         -59.116    -4.25902e-09         -2912.3         16037.3        -11978.9       0.0750308         3.25023
       0.0010668          8587.7         1911.26    -1.27364e-14         88.8351          -53.98     2.77365e-08        -3714.62         17353.1        -12585.4       0.0801876         3.40278
      0.00120015         9165.14         2234.46    -2.05497e-14         82.3939        -49.8443    -3.24826e-08         -4369.2         18495.2        -13118.7       0.0671128         3.54387
       0.0013335         9686.63         2513.26    -2.91856e-14         76.8997        -46.3904    -1.05035e-07         -4933.8         19527.1        -13606.6      0.00712396         3.69481
      0.00146685         10161.7         2760.94    -3.87114e-14         72.1612        -43.3888    -1.41671e-07        -5435.09         20467.7        -14059.4       0.0275362         3.88392
       0.0016002         10597.4         2999.76    -4.86677e-14         68.0302        -40.7057    -2.68904e-07        -5918.15         21330.9        -14495.5       0.0650978         4.10747
      0.00173355         10936.8         3170.93    -5.83925e-14         64.3842        -38.2884    -4.40764e-07        -6265.25         22002.3        -14839.8       0.0235114         4.33345
       0.0018669         11154.8         3241.56    -6.75437e-14         61.1305        -36.1072     -5.8464e-07        -6410.87         22431.8        -15047.7       0.0487903         4.53808
      0.00200025         11263.1         3221.68    -7.56842e-14         58.2026        -34.1367    -8.84438e-07        -6375.09         22642.7        -15124.5       0.0369563         4.71212
       0.0021336         11296.6         3148.19    -8.28506e-14         55.5588        -32.3561    -1.11162e-06        -6231.66         22704.2        -15112.1       0.0562711         4.85287
      0.00226695         11295.1         3053.78    -8.92158e-14         53.1826        -30.7488    -1.46543e-06        -6046.05         22696.5        -15055.4       0.0415031         4.96132
       0.0024003         11303.5         2976.04     -9.5121e-14         51.0892        -29.3008    -1.80796e-06        -5893.51         22709.1        -15006.2       0.0848917         5.04188
      0.00253365         11343.7          2931.4    -1.01125e-13         49.3243        -28.0016    -2.14966e-06        -5806.76         22785.9        -14991.2       0.0568218         5.09926
        0.002667           11432         2937.78    -1.07352e-13         47.9311        -26.8427    -2.56764e-06        -5821.84         22959.8          -15039       0.0181761         5.13783
      0.00280035           11559         2984.72    -1.13662e-13         46.9076         -25.816    -2.99262e-06        -5917.78         23211.7        -15139.6       0.0237725         5.16144
       0.0029337         11709.8         3058.76    -1.19843e-13         46.2049        -24.9121    -3.51616e-06        -6067.68           23512        -15276.2       0.0408778         5.17296
      0.00306705         11867.1         3143.82    -1.25578e-13         45.7554        -24.1206    -3.99923e-06        -6239.37         23825.7        -15426.2       0.0297016         5.17451
       0.0032004         12006.1         3213.93    -1.30673e-13          45.498        -23.4292    -4.40465e-06           -6381         24103.1        -15555.9      0.00399173         5.16873
      0.00333375         12114.6         3260.88    -1.35046e-13         45.3876        -22.8253    -4.77764e-06         -6476.1         24319.8        -15650.8      0.00673053         5.15706
       0.0034671         12184.9         3274.57    -1.38813e-13         45.3946        -22.2988    -5.10843e-06        -6504.55         24460.5        -15698.7      0.00525997         5.14124
      0.00360045         12227.8         3270.99    -1.42169e-13         45.5019        -21.8422    -5.39376e-06        -6498.26         24546.5        -15716.5       0.0174817         5.12256
       0.0037338         12250.2         3255.24    -1.45294e-13         45.7006        -21.4513    -5.66027e-06         -6467.6         24591.7        -15712.8       0.0188293         5.10217
      0.00386715         12265.8          3241.7     -1.4821e-13         45.9856        -21.1245    -5.95107e-06        -6441.19         24623.4        -15705.7       0.0132016         5.08098
       0.0040005         12277.7         3229.83    -1.50931e-13         46.3533        -20.8606    -6.15262e-06        -6417.98         24648.1        -15697.5       0.0630248         5.05937
      0.00413385         12289.7         3219.81    -1.53467e-13         46.7975        -20.6581    -6.28048e-06        -6398.39         24672.9        -15689.3      0.00625995         5.03783
       0.0042672         12300.3         3209.29    -1.55743e-13         47.3078         -20.513    -6.49103e-06        -6377.57         24695.2        -15679.2       0.0352362          5.0165
      0.00440055         12313.4          3201.6    -1.57763e-13         47.8705        -20.4194    -6.82987e-06        -6362.42         24722.5        -15670.2       0.0197644         4.99562
       0.0045339         12330.4         3200.53    -1.59678e-13         48.4705        -20.3697    -6.84291e-06         -6360.3         24757.6          -15667       0.0297906         4.97522
      0.00466725         12356.1         3210.86    -1.61555e-13         49.0935        -20.3562    -7.12662e-06        -6380.99         24810.3        -15674.8       0.0323243         4.95521
       0.0048006         12391.4         3235.14    -1.63429e-13         49.7267        -20.3715    -7.12272e-06         -6429.5         24882.2        -15697.2       0.0160836         4.93549
      0.00493395         12434.9          3269.1    -1.65308e-13         50.3599        -20.4091    -7.22784e-06        -6497.35         24970.4        -15730.3       0.0173066         4.91589
       0.0050673         12482.2         3309.55    -1.67083e-13         50.9853        -20.4634    -7.46971e-06        -6578.14         25066.2        -15770.8      0.00947823         4.89651
      0.00520065         12529.1         3349.31    -1.68783e-13         51.5973        -20.5297    -7.72138e-06        -6657.56         25161.1        -15810.6       0.0531091         4.87728
        0.005334           12571         3384.66     -1.7025e-13         52.1918        -20.6044     -8.0246e-06        -6728.07         25246.1        -15844.7      0.00914112         4.85829
      0.00546735         12605.3         3414.01    -1.71457e-13         52.7657        -20.6847    -8.33962e-06        -6786.62           25316        -15870.5       0.0839713         4.83952
       0.0056007         12631.7         3436.36    -1.72462e-13         53.3174        -20.7685    -8.71332e-06        -6831.17         25369.8          -15886       0.0506646         4.82094
      0.00573405         12649.9         3452.66    -1.73283e-13         53.8459        -20.8541    -9.10064e-06        -6863.59         25407.4        -15892.1       0.0452617         4.80242
       0.0058674         12662.8         3467.79    -1.73988e-13         54.3511        -20.9406     -9.5303e-06        -6893.69         25434.1        -15893.5       0.0130677         4.78412
      0.00600075           12671         3481.69    -1.74593e-13         54.8331        -21.0273    -9.94279e-06        -6921.32         25451.5        -15891.2       0.0231836         4.76595
       0.0061341         12676.3         3494.75    -1.75205e-13         55.2925        -21.1136    -1.04169e-05        -6947.27         25463.1        -15886.3       0.0418477         4.74795
      0.00626745         12679.8          3507.2    -1.75762e-13         55.7301        -21.1989    -1.09348e-05        -6972.01         25470.9        -15879.6       0.0254603         4.72995
       0.0064008           12684         3522.33    -1.76234e-13         56.1468        -21.2828    -1.14337e-05         -7002.1         25480.2        -15874.2       0.0133412         4.71197
      0.00653415         12687.9         3536.39    -1.76719e-13         56.5431        -21.3651    -1.20433e-05        -7030.07         25488.9        -15866.9      0.00544766         4.69423
       0.0066675         12693.5         3551.67    -1.77179e-13         56.9202        -21.4455    -1.26332e-05        -7060.47         25500.8        -15859.6      0.00531282         4.67641
      0.00680085         12702.4         3572.13     -1.7763e-13         57.2789        -21.5238    -1.32054e-05        -7101.26         25519.4        -15855.7       0.0185461         4.65881
       0.0069342         12715.1         3597.62    -1.78109e-13         57.6201        -21.5999    -1.37584e-05        -7152.08         25545.4        -15855.2       0.0091988         4.64126
      0.00706755         12732.5         3629.05    -1.78686e-13         57.9448        -21.6739    -1.43346e-05        -7214.76         25580.8        -15859.1       0.0149717         4.62373
       0.0072009         12756.2         3670.72     -1.7935e-13         58.2536        -21.7457    -1.49031e-05        -7297.97         25628.7        -15871.4      0.00528725         4.60631
      0.00733425           12784         3718.68    -1.80102e-13         58.5474        -21.8153    -1.54595e-05        -7393.75         25684.9        -15888.9       0.0121024         4.58894
       0.0074676         12816.6         3773.56    -1.80902e-13          58.827        -21.8827    -1.60656e-05        -7503.37         25750.7        -15912.2       0.0500198         4.57148
      0.00760095         12852.8         3835.77    -1.81767e-13          59.093        -21.9477    -1.66097e-05        -7627.67         25823.7        -15941.8       0.0194779         4.55435
       0.0077343         12890.3         3899.81    -1.82652e-13         59.3461        -22.0105    -1.71771e-05        -7755.62         25899.2        -15972.8      0.00859681         4.53705
      0.00786765         12929.5         3966.95    -1.83554e-13         59.5871        -22.0712    -1.77281e-05        -7889.78         25978.1        -16005.8       0.0213692         4.51968
        0.008001         12968.4         4035.42    -1.84433e-13         59.8167        -22.1299    -1.82798e-05         -8026.6         26056.2        -16039.2       0.0152063         4.50202
      0.00813435         13005.9         4103.32    -1.85288e-13         60.0355        -22.1864    -1.87809e-05        -8162.28         26131.8        -16070.9       0.0050898         4.48428
