            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
      0.00013335          558523         -698380    -4.82927e-14             519         185.235     1.58621e-06     1.39639e+06     1.11808e+06         -422130        0.144463         3.50321
       0.0002667         -166502          207178     3.85111e-14         320.212         105.526     5.70404e-07         -414568         -332364          130027        0.100891         2.86881
      0.00040005        -18261.5         17636.2     3.05277e-16         250.952           80.06     1.16992e-07        -35432.7        -36021.1         16394.5        0.145369         2.73628
       0.0005334        -1241.34        -4712.05    -4.55135e-15         211.776         66.4783    -1.95334e-07         9291.22         -2059.1            2593        0.245927         2.63695
      0.00066675         712.802        -7627.47    -5.29056e-15         185.802         57.6673    -1.06006e-07         15139.6         1797.17         801.096        0.168093         2.54691
       0.0008001         1091.06        -8532.84     -5.4988e-15         166.914         51.4051    -2.42822e-08         16962.9         2515.99         205.113      0.00301073         2.45696
      0.00093345         1256.43        -9133.59    -5.57987e-15          152.35         46.6733     -6.1297e-09         18173.9         2817.58        -199.323        0.120073         2.36812
       0.0010668         1381.53        -9679.14    -5.63094e-15         140.664         42.9337    -2.00382e-08         19272.4         3044.41        -563.761        0.102281         2.28376
      0.00120015         1493.66        -10177.7    -5.62444e-15         131.016         39.8766    -3.13279e-08         20275.7         3249.37        -888.759        0.113918         2.20805
       0.0013335         1593.15        -10633.4    -5.56776e-15         122.875         37.3099    -5.87811e-08         21192.3         3432.06        -1176.85        0.121429         2.13938
      0.00146685         1680.36        -11042.5    -5.48696e-15         115.884         35.1101    -8.56938e-08         22014.9          3592.5        -1427.13       0.0579228         2.07734
       0.0016002         1756.68        -11402.9    -5.38881e-15         109.795         33.1942    -1.05025e-07         22739.4         3732.95        -1639.38       0.0799894         2.02153
      0.00173355         1822.88        -11715.7    -5.27813e-15         104.431         31.5037    -1.10439e-07         23368.4         3854.63         -1815.8       0.0391878         1.97114
       0.0018669         1878.26        -11986.6    -5.15298e-15          99.661         29.9958    -1.13185e-07         23913.3         3955.85        -1960.79       0.0652052         1.92547
      0.00200025         1922.98        -12219.4    -5.01582e-15         95.3866         28.6376    -1.01441e-07         24381.6         4036.73        -2077.63       0.0419756          1.8837
       0.0021336         1957.76          -12418    -4.88408e-15         91.5335          27.404    -9.15546e-08         24781.1         4098.59        -2170.11       0.0337412          1.8452
      0.00226695         1983.64        -12588.7      -4.771e-15         88.0458         26.2746     -7.2603e-08         25124.9         4143.37        -2243.49       0.0974306         1.80959
       0.0024003         2003.34        -12739.9    -4.67663e-15         84.8842         25.2329     -4.0716e-08         25429.4         4176.45        -2304.45       0.0608175         1.77703
      0.00253365         2019.33        -12880.3    -4.59608e-15         82.0277         24.2641     1.26652e-08           25712          4202.7        -2359.66       0.0648486         1.74805
